Category,Country,Customer ID,Order Date,Order ID,Payment Method,Product ID,Return Status,Review,Review Rating,Review Stars,Shipping Method,Table dim,Type Selected,# Customers,# Orders,# Products,Discount,Discount/Unit,Metric Selection,Metric Selection vs,Price,Profit,Profit/Unit,Quantity,Returned Quantity,Shipping Cost,Shipping Cost/Unit,Total Sales
Books,UK,1793,27-11-2023 00:00:00,ORDER05325,Cash,54,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.28,0.07,"2,119.9",4.0,736.06,426.38,106.595,4,2,28.89,7.2225,2119.85
Books,UK,4921,16-05-2023 00:00:00,ORDER08372,Cash,307,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.22,0.022,"6,074.9",10.0,778.83,1249.42,124.942,10,3,36.59,3.659,6074.87
Books,UK,9580,07-12-2023 00:00:00,ORDER07820,Cash,890,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.06,0.012,"1,893.9",5.0,402.95,364.73,72.946,5,4,2.9,0.58,1893.86
Books,UK,4843,05-08-2023 00:00:00,ORDER05761,Cash,836,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.23,0.046,"1,792.9",5.0,465.68,513.43,102.686,5,4,18.15,3.63,1792.87
Books,UK,6197,23-05-2023 00:00:00,ORDER04228,Cash,58,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.19,0.021111111,"1,158.9",9.0,158.97,296.1,32.9,9,0,25.85,2.872222222,1158.89
Books,UK,6184,22-11-2023 00:00:00,ORDER06947,Cash,106,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.3,0.3,82.1,1.0,117.35,22.23,22.23,1,1,22.51,22.51,82.14
Books,UK,3633,14-10-2023 00:00:00,ORDER02277,Cash,894,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.05,0.008333333,"5,498.0",6.0,964.56,1170.82,195.136666667,6,1,27.9,4.65,5497.99
Books,UK,8425,11-12-2023 00:00:00,ORDER07698,Cash,168,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.23,0.025555556,"2,630.6",9.0,379.6,538.28,59.808888889,9,4,12.45,1.383333333,2630.63
Books,UK,9994,23-10-2023 00:00:00,ORDER08199,Cash,343,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.15,0.025,"3,313.1",6.0,649.62,573.62,95.603333333,6,5,10.92,1.82,3313.06
Books,UK,4419,11-01-2023 00:00:00,ORDER07010,Cash,365,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.2,0.028571429,"2,120.5",7.0,378.66,362.73,51.818571429,7,0,46.96,6.708571429,2120.5
Books,UK,7493,23-02-2023 00:00:00,ORDER08469,Cash,610,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.28,0.035,"1,618.6",8.0,281,241.53,30.19125,8,4,45.19,5.64875,1618.56
Clothing,UK,9168,13-09-2023 00:00:00,ORDER05670,Cash,730,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.09,0.09,206.9,1.0,227.41,47.49,47.49,1,2,19.24,19.24,206.94
Clothing,UK,4579,28-12-2023 00:00:00,ORDER07347,Cash,304,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.19,0.095,"1,027.4",2.0,634.18,195.39,97.695,2,2,37.58,18.79,1027.37
Clothing,UK,3344,24-10-2023 00:00:00,ORDER02735,Cash,263,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.13,0.01625,"4,881.7",8.0,701.4,649.2,81.15,8,2,39.56,4.945,4881.74
Clothing,UK,5469,21-08-2023 00:00:00,ORDER05893,Cash,290,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.36,0.036,"3,144.4",10.0,491.31,680.53,68.053,10,2,36.82,3.682,3144.38
Clothing,UK,5641,19-06-2023 00:00:00,ORDER02212,Cash,293,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.31,0.31,616.1,1.0,892.96,154.25,154.25,1,4,39.99,39.99,616.14
Clothing,UK,6713,07-11-2023 00:00:00,ORDER02555,Cash,958,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.34,0.17,628.6,2.0,476.2,121.26,60.63,2,3,11.27,5.635,628.58
Clothing,UK,9845,03-02-2023 00:00:00,ORDER07112,Cash,177,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.12,0.012,"1,942.6",10.0,220.75,454.41,45.441,10,3,21.4,2.14,1942.6
Clothing,UK,1581,20-05-2023 00:00:00,ORDER04416,Cash,268,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.23,0.0575,"1,638.5",4.0,531.97,252.23,63.0575,4,5,49.28,12.32,1638.47
Clothing,UK,8208,17-06-2023 00:00:00,ORDER02869,Cash,581,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.35,0.35,204.6,1.0,314.71,27.88,27.88,1,1,24.98,24.98,204.56
Clothing,UK,6968,02-06-2023 00:00:00,ORDER04908,Cash,347,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.07,0.00875,"4,020.7",8.0,540.42,1051.34,131.4175,8,5,23.25,2.90625,4020.72
Electronics,UK,4126,08-09-2023 00:00:00,ORDER05898,Cash,359,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.19,0.19,63.4,1.0,78.21,11.57,11.57,1,0,4.68,4.68,63.35
Electronics,UK,5855,20-05-2023 00:00:00,ORDER06079,Cash,716,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.18,0.06,"1,542.0",3.0,626.82,311.32,103.773333333,3,2,31.12,10.373333333,1541.98
Electronics,UK,2338,01-08-2023 00:00:00,ORDER07421,Cash,645,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.32,0.08,"1,288.6",4.0,473.74,310.85,77.7125,4,4,24.11,6.0275,1288.57
Electronics,UK,8733,01-09-2023 00:00:00,ORDER04925,Cash,753,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.12,0.013333333,"6,007.1",9.0,758.47,1718.88,190.986666667,9,1,4.45,0.494444444,6007.08
Electronics,UK,9669,13-03-2023 00:00:00,ORDER03700,Cash,17,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.18,0.09,"1,142.0",2.0,696.32,283.73,141.865,2,3,4.22,2.11,1141.96
Electronics,UK,3263,18-06-2023 00:00:00,ORDER03392,Cash,133,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.32,0.032,"3,874.0",10.0,569.7,627.8,62.78,10,3,11.44,1.144,3873.96
Electronics,UK,8258,12-06-2023 00:00:00,ORDER06796,Cash,821,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.23,0.23,698.5,1.0,907.12,165.45,165.45,1,4,46.14,46.14,698.48
Electronics,UK,1855,22-02-2023 00:00:00,ORDER02401,Cash,461,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.35,0.05,"1,805.2",7.0,396.75,249.13,35.59,7,5,26.65,3.807142857,1805.21
Electronics,UK,9823,22-02-2023 00:00:00,ORDER02800,Cash,462,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.33,0.055,48.2,6.0,11.99,12.49,2.081666667,6,0,10.53,1.755,48.2
Electronics,UK,3875,27-05-2023 00:00:00,ORDER09336,Cash,118,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.22,0.073333333,"1,606.7",3.0,686.64,206.4,68.8,3,1,24.62,8.206666667,1606.74
Electronics,UK,2493,15-05-2023 00:00:00,ORDER06032,Cash,332,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.16,0.017777778,"3,739.2",9.0,494.6,794.7,88.3,9,4,29.86,3.317777778,3739.18
Electronics,UK,4297,09-05-2023 00:00:00,ORDER01952,Cash,760,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.35,0.07,"1,628.9",5.0,501.21,206.88,41.376,5,5,9.75,1.95,1628.93
Electronics,UK,8549,12-04-2023 00:00:00,ORDER01902,Cash,244,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.26,0.26,466.7,1.0,630.71,68.29,68.29,1,0,13.61,13.61,466.73
Electronics,UK,6993,16-09-2023 00:00:00,ORDER09999,Cash,677,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.16,0.026666667,"2,603.6",6.0,516.59,609.19,101.531666667,6,4,44.71,7.451666667,2603.61
Electronics,UK,2477,05-10-2023 00:00:00,ORDER07579,Cash,163,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.3,0.15,97.1,2.0,69.38,27.83,13.915,2,0,48.42,24.21,97.13
Electronics,UK,2305,17-10-2023 00:00:00,ORDER03651,Cash,414,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.38,0.076,"2,514.6",5.0,811.15,686.45,137.29,5,0,44.84,8.968,2514.56
Electronics,UK,1072,27-12-2023 00:00:00,ORDER08919,Cash,637,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.16,0.016,"4,276.9",10.0,509.16,1039.61,103.961,10,0,31.36,3.136,4276.94
Electronics,UK,4698,03-10-2023 00:00:00,ORDER06786,Cash,239,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.35,0.035,"4,979.0",10.0,766,849.69,84.969,10,2,16.26,1.626,4979
Electronics,UK,4658,03-09-2023 00:00:00,ORDER09614,Cash,85,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.17,0.034,"3,260.0",5.0,785.55,977.98,195.596,5,3,24.05,4.81,3260.03
Electronics,UK,1118,21-01-2023 00:00:00,ORDER03218,Cash,304,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.34,0.34,587.5,1.0,890.12,111.32,111.32,1,5,40.14,40.14,587.48
Home,UK,9139,11-04-2023 00:00:00,ORDER06074,Cash,134,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.23,0.23,132.8,1.0,172.49,21.45,21.45,1,0,48.51,48.51,132.82
Home,UK,5809,07-07-2023 00:00:00,ORDER09450,Cash,465,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.3,0.042857143,"3,648.9",7.0,744.67,1052.64,150.377142857,7,0,36.78,5.254285714,3648.88
Home,UK,2381,20-01-2023 00:00:00,ORDER03743,Cash,944,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.23,0.0575,"1,302.5",4.0,422.89,303.63,75.9075,4,4,11.42,2.855,1302.5
Home,UK,7091,11-09-2023 00:00:00,ORDER09646,Cash,951,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.06,0.012,"4,131.1",5.0,878.96,1166.85,233.37,5,0,24,4.8,4131.11
Home,UK,7174,16-10-2023 00:00:00,ORDER02973,Cash,775,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.09,0.0225,"3,107.0",4.0,853.56,583.52,145.88,4,1,31.25,7.8125,3106.96
Home,UK,5361,08-05-2023 00:00:00,ORDER02053,Cash,824,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.06,0.012,"4,050.6",5.0,861.82,817.54,163.508,5,1,28.2,5.64,4050.55
Home,UK,3789,07-11-2023 00:00:00,ORDER08674,Cash,784,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.15,0.05,"1,704.9",3.0,668.58,359.03,119.676666667,3,3,4.17,1.39,1704.88
Home,UK,6579,06-12-2023 00:00:00,ORDER01471,Cash,321,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.08,0.011428571,"5,348.4",7.0,830.5,1479.95,211.421428571,7,3,29.55,4.221428571,5348.42
Home,UK,8833,19-10-2023 00:00:00,ORDER07327,Cash,383,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.18,0.0225,"5,012.0",8.0,764.02,505.42,63.1775,8,3,17.67,2.20875,5011.97
Home,UK,7222,17-03-2023 00:00:00,ORDER05773,Cash,422,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.15,0.15,512.2,1.0,602.55,78.13,78.13,1,1,11.29,11.29,512.17
Home,UK,3026,28-06-2023 00:00:00,ORDER02826,Cash,222,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.28,0.07,"2,254.7",4.0,782.88,235.81,58.9525,4,5,9.1,2.275,2254.69
Home,UK,2004,19-07-2023 00:00:00,ORDER04625,Cash,97,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.2,0.066666667,183.2,3.0,76.33,42.98,14.326666667,3,2,37.37,12.456666667,183.19
Home,UK,2405,25-06-2023 00:00:00,ORDER02353,Cash,228,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.26,0.0325,"5,736.0",8.0,968.91,1150.68,143.835,8,0,24.75,3.09375,5735.95
Home,UK,9038,01-10-2023 00:00:00,ORDER07182,Cash,266,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.12,0.02,400.9,6.0,75.92,63.49,10.581666667,6,1,42.3,7.05,400.86
Sports,UK,2356,09-05-2023 00:00:00,ORDER04743,Cash,821,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.08,0.011428571,"3,439.4",7.0,534.06,615.64,87.948571429,7,1,17.52,2.502857143,3439.35
Sports,UK,5039,03-02-2023 00:00:00,ORDER02615,Cash,980,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.26,0.086666667,"1,565.6",3.0,705.22,248.34,82.78,3,2,39.95,13.316666667,1565.59
Sports,UK,9656,28-10-2023 00:00:00,ORDER07058,Cash,890,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.32,0.045714286,"4,276.2",7.0,898.36,834.24,119.177142857,7,4,24.68,3.525714286,4276.19
Sports,UK,6467,15-04-2023 00:00:00,ORDER03596,Cash,399,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.06,0.012,"4,091.0",5.0,870.42,619.87,123.974,5,1,40.89,8.178,4090.97
Sports,UK,1003,20-01-2023 00:00:00,ORDER03481,Cash,763,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.27,0.27,90.2,1.0,123.49,24.95,24.95,1,3,35.21,35.21,90.15
Sports,UK,1805,28-08-2023 00:00:00,ORDER04560,Cash,710,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.14,0.035,"2,294.9",4.0,667.13,291.41,72.8525,4,3,37.79,9.4475,2294.93
Sports,UK,6172,04-02-2023 00:00:00,ORDER06493,Cash,716,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.23,0.02875,"2,680.2",8.0,435.09,569.81,71.22625,8,3,37.55,4.69375,2680.15
Sports,UK,1929,24-02-2023 00:00:00,ORDER03976,Cash,385,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.28,0.035,"1,189.2",8.0,206.45,130.35,16.29375,8,3,40.15,5.01875,1189.15
Sports,UK,2689,03-01-2023 00:00:00,ORDER03665,Cash,840,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.37,0.041111111,"2,130.1",9.0,375.68,487.49,54.165555556,9,3,48.18,5.353333333,2130.11
Sports,UK,6367,19-01-2023 00:00:00,ORDER06411,Cash,440,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.4,0.04,"5,666.2",10.0,944.36,1332.01,133.201,10,4,21.54,2.154,5666.16
Sports,UK,7385,08-05-2023 00:00:00,ORDER09008,Cash,185,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.24,0.048,757.7,5.0,199.4,190.17,38.034,5,1,38.21,7.642,757.72
Sports,UK,7971,20-10-2023 00:00:00,ORDER06025,Cash,895,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.08,0.008888889,"6,987.8",9.0,843.94,1844.13,204.903333333,9,1,32.2,3.577777778,6987.82
Sports,UK,8057,27-12-2023 00:00:00,ORDER07789,Cash,896,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.39,0.13,135.1,3.0,73.84,30.68,10.226666667,3,2,27.11,9.036666667,135.13
Sports,UK,7105,13-04-2023 00:00:00,ORDER04322,Cash,133,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.27,0.0675,"2,185.5",4.0,748.45,402.65,100.6625,4,5,6.95,1.7375,2185.47
Sports,UK,4046,15-12-2023 00:00:00,ORDER02681,Cash,328,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.36,0.09,454.6,4.0,177.58,79.47,19.8675,4,2,38.76,9.69,454.6
Sports,UK,4993,04-01-2023 00:00:00,ORDER05039,Cash,66,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.34,0.056666667,"2,179.6",6.0,550.4,469.66,78.276666667,6,2,49.75,8.291666667,2179.58
Books,USA,4494,18-07-2023 00:00:00,ORDER09535,Cash,272,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.22,0.022,397.1,10.0,50.91,118.18,11.818,10,0,11.86,1.186,397.1
Books,USA,7025,02-03-2023 00:00:00,ORDER04439,Cash,880,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.12,0.03,565.7,4.0,160.72,156.02,39.005,4,5,48.95,12.2375,565.73
Books,USA,8115,25-07-2023 00:00:00,ORDER05646,Cash,747,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.39,0.39,119.5,1.0,195.84,35.24,35.24,1,1,46.4,46.4,119.46
Books,USA,6353,09-04-2023 00:00:00,ORDER01972,Cash,952,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.14,0.046666667,"1,483.9",3.0,575.16,287.99,95.996666667,3,1,23.02,7.673333333,1483.91
Books,USA,6658,05-09-2023 00:00:00,ORDER08269,Cash,30,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.19,0.027142857,684.7,7.0,120.76,154.27,22.038571429,7,3,49.49,7.07,684.71
Books,USA,3087,11-10-2023 00:00:00,ORDER08370,Cash,318,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.24,0.24,125.2,1.0,164.67,22.4,22.4,1,4,13.91,13.91,125.15
Books,USA,7717,07-08-2023 00:00:00,ORDER05004,Cash,616,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.37,0.185,92.5,2.0,73.42,27.36,13.68,2,4,18.44,9.22,92.51
Books,USA,3264,20-10-2023 00:00:00,ORDER02419,Cash,807,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.08,0.01,"6,619.8",8.0,899.43,943.03,117.87875,8,1,6.95,0.86875,6619.8
Books,USA,5258,28-09-2023 00:00:00,ORDER03839,Cash,356,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.35,0.035,"2,436.2",10.0,374.8,571.84,57.184,10,1,34.88,3.488,2436.2
Books,USA,9869,02-09-2023 00:00:00,ORDER07050,Cash,509,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.36,0.06,"3,249.5",6.0,846.21,919.19,153.198333333,6,2,11.46,1.91,3249.45
Books,USA,1904,28-10-2023 00:00:00,ORDER09863,Cash,130,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.08,0.011428571,"5,477.7",7.0,850.57,1485.33,212.19,7,2,19.11,2.73,5477.67
Books,USA,2862,12-12-2023 00:00:00,ORDER04646,Cash,898,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.28,0.046666667,"1,561.7",6.0,361.51,437.21,72.868333333,6,4,38.53,6.421666667,1561.72
Books,USA,5948,20-04-2023 00:00:00,ORDER05906,Cash,435,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.39,0.195,"1,135.6",2.0,930.83,120.1,60.05,2,5,10.75,5.375,1135.61
Books,USA,7977,28-05-2023 00:00:00,ORDER03801,Cash,25,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.06,0.015,"1,843.7",4.0,490.34,497.14,124.285,4,5,16.96,4.24,1843.68
Books,USA,9600,10-06-2023 00:00:00,ORDER02540,Cash,142,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.39,0.055714286,"2,056.9",7.0,481.7,302.08,43.154285714,7,0,13.97,1.995714286,2056.86
Books,USA,7907,25-05-2023 00:00:00,ORDER05303,Cash,364,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.33,0.0825,808.8,4.0,301.79,211.76,52.94,4,3,17.59,4.3975,808.8
Books,USA,7198,02-10-2023 00:00:00,ORDER05398,Cash,282,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.25,0.05,"2,673.0",5.0,712.79,800.79,160.158,5,5,15.92,3.184,2672.96
Books,USA,4981,23-06-2023 00:00:00,ORDER06897,Cash,604,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.31,0.03875,879.2,8.0,159.27,170.08,21.26,8,5,34.18,4.2725,879.17
Books,USA,3903,18-01-2023 00:00:00,ORDER04497,Cash,245,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.36,0.072,"2,186.8",5.0,683.37,315.04,63.008,5,0,8.56,1.712,2186.78
Books,USA,9291,11-02-2023 00:00:00,ORDER05453,Cash,840,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.34,0.056666667,"2,779.7",6.0,701.95,655.78,109.296666667,6,1,2.6,0.433333333,2779.72
Books,USA,4322,15-06-2023 00:00:00,ORDER06591,Cash,440,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.27,0.27,472.9,1.0,647.78,137.03,137.03,1,3,6.98,6.98,472.88
Books,USA,4305,27-01-2023 00:00:00,ORDER07206,Cash,403,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.39,0.13,341.2,3.0,186.44,94.51,31.503333333,3,3,47.48,15.826666667,341.19
Books,USA,4451,05-11-2023 00:00:00,ORDER04701,Cash,291,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.13,0.018571429,329.4,7.0,54.08,83.06,11.865714286,7,5,24,3.428571429,329.35
Books,USA,7087,09-12-2023 00:00:00,ORDER07393,Cash,862,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.12,0.013333333,"3,681.5",9.0,464.83,737.57,81.952222222,9,5,18.5,2.055555556,3681.45
Clothing,USA,3009,14-08-2023 00:00:00,ORDER02188,Cash,615,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.34,0.085,"2,043.1",4.0,773.89,585.89,146.4725,4,1,13.35,3.3375,2043.07
Clothing,USA,8186,12-06-2023 00:00:00,ORDER05055,Cash,480,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.29,0.03625,"3,269.1",8.0,575.55,783.87,97.98375,8,1,6.1,0.7625,3269.12
Clothing,USA,3064,10-06-2023 00:00:00,ORDER04721,Cash,159,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.13,0.013,"3,894.1",10.0,447.6,648.76,64.876,10,5,9.24,0.924,3894.12
Clothing,USA,4264,16-12-2023 00:00:00,ORDER09886,Cash,772,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.14,0.014,965.5,10.0,112.27,157.76,15.776,10,0,30.97,3.097,965.52
Clothing,USA,9773,13-09-2023 00:00:00,ORDER09050,Cash,598,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.27,0.03375,"4,765.4",8.0,815.99,648.57,81.07125,8,1,19.85,2.48125,4765.38
Clothing,USA,1234,26-12-2023 00:00:00,ORDER06798,Cash,504,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.12,0.024,820.2,5.0,186.4,206.77,41.354,5,2,23.67,4.734,820.16
Clothing,USA,1976,25-02-2023 00:00:00,ORDER06069,Cash,321,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.3,0.06,"2,244.0",5.0,641.14,350.85,70.17,5,2,32.66,6.532,2243.99
Clothing,USA,9825,15-09-2023 00:00:00,ORDER09996,Cash,989,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.06,0.006,"1,046.0",10.0,111.28,146.49,14.649,10,2,9.49,0.949,1046.03
Clothing,USA,9537,27-02-2023 00:00:00,ORDER08535,Cash,412,Yes,2 Stars,2,★★☆☆☆,Express,True,Cash,1,1,1,0.14,0.023333333,742.9,6.0,143.98,125.17,20.861666667,6,4,37.74,6.29,742.94
Clothing,USA,4667,13-05-2023 00:00:00,ORDER04508,Cash,29,Yes,3 Stars,3,★★★☆☆,Express,True,Cash,1,1,1,0.18,0.036,"1,726.0",5.0,420.98,277.35,55.47,5,3,22.99,4.598,1726.02
Clothing,USA,5686,11-03-2023 00:00:00,ORDER07759,Cash,12,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.25,0.05,"3,653.4",5.0,974.25,731.84,146.368,5,0,3.83,0.766,3653.44
Clothing,USA,5944,26-02-2023 00:00:00,ORDER06918,Cash,131,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.23,0.038333333,"2,757.4",6.0,596.83,372.02,62.003333333,6,1,8.77,1.461666667,2757.35
Clothing,USA,5626,06-10-2023 00:00:00,ORDER06678,Cash,388,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.12,0.017142857,"1,562.6",7.0,253.66,360.45,51.492857143,7,2,31.19,4.455714286,1562.55
Clothing,USA,6067,04-02-2023 00:00:00,ORDER08146,Cash,106,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.1,0.033333333,93.4,3.0,34.58,23.54,7.846666667,3,3,21.46,7.153333333,93.37
Clothing,USA,2387,02-07-2023 00:00:00,ORDER09750,Cash,614,Yes,4 Stars,4,★★★★☆,Express,True,Cash,1,1,1,0.2,0.022222222,"1,890.0",9.0,262.5,248.66,27.628888889,9,5,41.13,4.57,1890
Clothing,USA,6197,24-02-2023 00:00:00,ORDER02989,Cash,443,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.26,0.086666667,101.6,3.0,45.77,29.65,9.883333333,3,0,31.13,10.376666667,101.61
Clothing,USA,4867,14-02-2023 00:00:00,ORDER07705,Cash,833,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.13,0.01625,"1,616.1",8.0,232.2,234.66,29.3325,8,2,15.87,1.98375,1616.11
Clothing,USA,5289,17-01-2023 00:00:00,ORDER01173,Cash,265,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.16,0.053333333,112.1,3.0,44.48,29.86,9.953333333,3,4,43.34,14.446666667,112.09
Clothing,USA,3618,27-09-2023 00:00:00,ORDER06628,Cash,471,Yes,5 Stars,5,★★★★★,Express,True,Cash,1,1,1,0.25,0.05,"2,468.1",5.0,658.16,322.94,64.588,5,4,28.13,5.626,2468.1
Electronics,USA,8373,15-02-2023 00:00:00,ORDER08087,Cash,746,Yes,1 Stars,1,★☆☆☆☆,Express,True,Cash,1,1,1,0.06,0.01,"1,172.1",6.0,207.81,146.07,24.345,6,0,33.78,5.63,1172.05
